year,old_care_vir,young_care_vir,old_fare_vir,young_fare_vir,old_loya_vir,young_loya_vir,old_auth_vir,young_auth_vir,old_sanc_vir,young_sanc_vir,old_care_vic,young_care_vic,old_fare_vic,young_fare_vic,old_loya_vic,young_loya_vic,old_auth_vic,young_auth_vic,old_sanc_vic,young_sanc_vic,old_care,old_fare,old_loya,old_auth,old_sanc,old_virtue,old_vice,young_care,young_fare,young_loya,young_auth,young_sanc,young_virtue,young_vice
2006,0.21867742,0.23985156,-0.1900996,-0.12157607,0.10412229,0.31900167,0.08936697,0.13221133,0.37503406,0.45180115,0.11968745,0.008711401,0.3017981,0.2236266,0.16245276,0.15457532,0.023684759,-0.13017642,0.47113734,0.31040493,0.11968745,0.3017981,0.16245276,0.023684759,0.47113734,0.11942023038864136,0.21575207710266114,0.008711401,0.2236266,0.15457532,-0.13017642,0.31040493,0.20425794124603272,0.11342835426330566
2007,0.24064882,0.28117,-0.22004436,-0.08931001,0.044815853,0.32167423,0.09711204,0.20593983,0.32491878,0.44320986,0.1490342,0.02119739,0.27737424,0.25583124,0.11065887,0.15633574,-0.009068385,-0.15299764,0.43136078,0.3177969,0.1490342,0.27737424,0.11065887,-0.009068385,0.43136078,0.09749022722244263,0.19187194108963013,0.02119739,0.25583124,0.15633574,-0.15299764,0.3177969,0.23253676891326905,0.11963272094726562
2008,0.2383195,0.256535,-0.19037308,-0.08885456,0.056729235,0.29734325,0.103128545,0.16302761,0.32451433,0.43952098,0.12903821,-0.008671284,0.2988052,0.23412883,0.09069002,0.13667053,0.022126079,-0.14807656,0.46967638,0.24546564,0.12903821,0.2988052,0.09069002,0.022126079,0.46967638,0.10646370649337769,0.20206718444824218,-0.008671284,0.23412883,0.13667053,-0.14807656,0.24546564,0.21351444721221924,0.09190343022346496
2009,0.25437897,0.26622987,-0.20082875,-0.1177873,0.100859515,0.2870658,0.1475205,0.24793774,0.37913534,0.460649,0.1489614,0.029055718,0.27530953,0.17095718,0.16501142,0.13238302,0.06330375,-0.07255839,0.4552004,0.25168204,0.1489614,0.27530953,0.16501142,0.06330375,0.4552004,0.1362131118774414,0.22155730724334716,0.029055718,0.17095718,0.13238302,-0.07255839,0.25168204,0.22881903648376464,0.10230391025543213
2010,0.23586363,0.26414782,-0.1626246,-0.07653691,0.11612074,0.33113185,0.12150197,0.21797128,0.32037982,0.42979878,0.12819469,0.0123897735,0.24641554,0.2171318,-0.0015156865,0.092491046,-0.025842723,-0.12501311,0.30211246,0.22189195,0.12819469,0.24641554,-0.0015156865,-0.025842723,0.30211246,0.12624831199645997,0.1298728585243225,0.0123897735,0.2171318,0.092491046,-0.12501311,0.22189195,0.23330254554748536,0.0837782859802246
2011,0.24848852,0.28882098,-0.19421008,-0.08577634,0.121760614,0.34828293,0.12845515,0.24033806,0.32326826,0.41155335,0.075517714,-0.014462942,0.21744427,0.19240326,0.10292629,0.16168962,-0.061048422,-0.13347478,0.33001685,0.21226382,0.075517714,0.21744427,0.10292629,-0.061048422,0.33001685,0.12555248737335206,0.13297133445739745,-0.014462942,0.19240326,0.16168962,-0.13347478,0.21226382,0.24064381122589112,0.08368380069732666
2012,0.25474995,0.27806085,-0.2341839,-0.08300108,0.057216264,0.32121938,0.09097682,0.23134005,0.29258648,0.38441244,0.09085441,-0.03625173,0.22203694,0.19069624,0.045516036,0.16837737,-0.03765116,-0.13857904,0.36794174,0.229733,0.09085441,0.22203694,0.045516036,-0.03765116,0.36794174,0.09226912260055542,0.13773959875106812,-0.03625173,0.19069624,0.16837737,-0.13857904,0.229733,0.22640633583068848,0.08279516696929931
2013,0.30313647,0.32204947,-0.17795919,-0.021793216,0.15148102,0.37433445,0.14996347,0.2545929,0.36664963,0.39699662,0.085938856,0.00029227883,0.22697942,0.25833833,0.1275048,0.18222985,-0.043132246,-0.118865706,0.3583322,0.25706586,0.085938856,0.22697942,0.1275048,-0.043132246,0.3583322,0.1586542844772339,0.15112459659576416,0.00029227883,0.25833833,0.18222985,-0.118865706,0.25706586,0.26523604393005373,0.11581212282180786
2014,0.244255,0.28845507,-0.19047785,-0.029570207,0.104374625,0.32993847,0.12113592,0.19081694,0.3003204,0.33714312,0.07895964,-0.0067001767,0.16713086,0.2058277,0.1367394,0.17460173,-0.04950095,-0.124241345,0.2804525,0.17083922,0.07895964,0.16713086,0.1367394,-0.04950095,0.2804525,0.11592161655426025,0.12275629043579102,-0.0067001767,0.2058277,0.17460173,-0.124241345,0.17083922,0.22335667610168458,0.08406542539596558
2015,0.24271446,0.30572337,-0.19388404,-0.033002753,0.11068748,0.37264162,0.15861663,0.2452142,0.31711835,0.3868808,0.16466588,0.026334561,0.18891603,0.13590297,0.25018734,0.15938464,-0.005405944,-0.09508193,0.3068177,0.23219086,0.16466588,0.18891603,0.25018734,-0.005405944,0.3068177,0.12705057859420776,0.18103619813919067,0.026334561,0.13590297,0.15938464,-0.09508193,0.23219086,0.2554914474487305,0.09174622297286987
2016,0.25127298,0.30882877,-0.21328932,-0.05722131,0.099166885,0.35458684,0.07438722,0.17842287,0.2848202,0.3448128,0.077303946,0.0043757968,0.09817426,0.16709495,0.13988638,0.1418463,-0.07962559,-0.15111046,0.35273,0.1959655,0.077303946,0.09817426,0.13988638,-0.07962559,0.35273,0.09927159547805786,0.11769380569458007,0.0043757968,0.16709495,0.1418463,-0.15111046,0.1959655,0.22588601112365722,0.07163442373275757
2017,0.25329745,0.33372504,-0.24307384,-0.057698194,0.061602138,0.32374203,0.031348236,0.14189193,0.29253507,0.3651928,0.13185415,0.0010826066,0.25225616,0.24014083,0.16083668,0.13120508,-0.029448044,-0.15387367,0.3754652,0.21263584,0.13185415,0.25225616,0.16083668,-0.029448044,0.3754652,0.07914180755615234,0.1781928300857544,0.0010826066,0.24014083,0.13120508,-0.15387367,0.21263584,0.22137072086334228,0.08623813390731812
2018,0.21814205,0.33110082,-0.23197033,-0.038893677,0.03620702,0.34323698,0.08887586,0.2173065,0.287606,0.3473997,0.12379235,-0.01798971,0.2712142,0.16930467,0.23956859,0.12305722,0.043168887,-0.12454881,0.4204143,0.1719328,0.12379235,0.2712142,0.23956859,0.043168887,0.4204143,0.07977212071418763,0.21963167190551758,-0.01798971,0.16930467,0.12305722,-0.12454881,0.1719328,0.24003007411956787,0.06435123085975647
2019,0.21493727,0.29740566,-0.1902507,-0.017391402,-0.021230713,0.30013207,0.044272818,0.18043691,0.22743447,0.31588262,0.17574944,0.00819312,0.22596075,0.13368505,0.13055998,0.08242542,0.01065243,-0.09983213,0.4305145,0.09269555,0.17574944,0.22596075,0.13055998,0.01065243,0.4305145,0.05503262877464295,0.19468742609024048,0.00819312,0.13368505,0.08242542,-0.09983213,0.09269555,0.21529316902160645,0.043433403968811034
2020,0.22310346,0.30424005,-0.20119733,-0.097525515,0.0037444532,0.3785048,-0.006484106,0.14851959,0.32851797,0.39893588,-0.004335154,-0.083155945,0.1411584,0.12848414,-0.0060929693,0.09500347,-0.028557397,-0.12114568,0.3106814,0.06079448,-0.004335154,0.1411584,-0.0060929693,-0.028557397,0.3106814,0.06953688859939575,0.0825708568096161,-0.083155945,0.12848414,0.09500347,-0.12114568,0.06079448,0.22653496265411377,0.015996094048023223
2021,0.2567431,0.2950172,-0.19007146,-0.13070202,0.009384685,0.3262214,0.007829662,0.098295435,0.21920452,0.32554907,0.10437406,-0.062412135,0.19585961,0.054527547,0.1474968,0.09588502,0.076331995,-0.086566344,0.41613978,0.090040885,0.10437406,0.19585961,0.1474968,0.076331995,0.41613978,0.06061810255050659,0.18804044723510743,-0.062412135,0.054527547,0.09588502,-0.086566344,0.090040885,0.18287621736526488,0.018294994533061982
