year,old_care_vir,young_care_vir,old_care_vic,young_care_vic,old_fare_vir,young_fare_vir,old_fare_vic,young_fare_vic,old_loya_vir,young_loya_vir,old_loya_vic,young_loya_vic,old_auth_vir,young_auth_vir,old_auth_vic,young_auth_vic,old_sanc_vir,young_sanc_vir,old_sanc_vic,young_sanc_vic,old_care,old_fare,old_loya,old_auth,old_sanc,old_virtue,old_vice,young_care,young_fare,young_loya,young_auth,young_sanc,young_virtue,young_vice
2006,-0.068909355,0.024596829,0.37781852,0.21972781,-0.14855906,-0.030719787,0.13477182,0.08040644,0.16191013,0.3305766,0.4400216,0.23582436,-0.19938874,-0.17474535,0.16779515,0.1442873,0.33658993,0.41953033,0.5141129,0.30444497,0.37781852,0.13477182,0.4400216,0.16779515,0.5141129,0.016328585147857667,0.3269040107727051,0.21972781,0.08040644,0.23582436,0.1442873,0.30444497,0.11384773254394531,0.19693816900253297
2007,-0.061960526,0.046057634,0.3642246,0.20098224,-0.17137282,-0.012019202,0.16349474,0.13562575,0.067604735,0.32761225,0.49182162,0.3839448,-0.14504008,-0.13453849,0.110238925,0.17809057,0.3296041,0.4430418,0.48210746,0.2446566,0.3642246,0.16349474,0.49182162,0.110238925,0.48210746,0.0037670791149139403,0.32237749099731444,0.20098224,0.13562575,0.3839448,0.17809057,0.2446566,0.13403079509735108,0.228659987449646
2008,0.008332439,0.07286604,0.27961046,0.15428844,-0.12207429,0.022274338,0.1997789,0.10957176,0.120291315,0.30367,0.3439815,0.21846038,-0.19163722,-0.14950244,0.24249624,0.22419128,0.29330403,0.38352427,0.4177864,0.22792557,0.27961046,0.1997789,0.3439815,0.24249624,0.4177864,0.021643254160881042,0.2967306852340698,0.15428844,0.10957176,0.21846038,0.22419128,0.22792557,0.12656643390655517,0.18688747882843018
2009,-0.050323837,0.03393323,0.33425778,0.18686177,-0.15938506,-0.022581832,0.14594018,0.070852146,0.13859226,0.29791388,0.44646055,0.26100975,-0.09465149,-0.09220369,0.08155824,0.06800805,0.32270518,0.3885445,0.3025365,0.14162621,0.33425778,0.14594018,0.44646055,0.08155824,0.3025365,0.031387409567832945,0.2621506452560425,0.18686177,0.070852146,0.26100975,0.06800805,0.14162621,0.1211212158203125,0.14567158222198487
2010,0.0010679066,0.09026187,0.33738694,0.19328953,-0.12893482,-0.004830951,0.16150472,0.13985215,0.16168556,0.33803415,0.45812988,0.31881025,-0.11917229,-0.06192325,0.05659666,0.10912344,0.26377878,0.35975507,0.37089762,0.22653536,0.33738694,0.16150472,0.45812988,0.05659666,0.37089762,0.0356850266456604,0.27690317630767824,0.19328953,0.13985215,0.31881025,0.10912344,0.22653536,0.14425938129425048,0.19752215147018432
2011,-0.053845644,0.051317398,0.27345067,0.12437951,-0.16124526,0.008264419,0.14495191,0.10177378,0.16887778,0.35647434,0.4522007,0.28608596,-0.118330434,-0.05536643,-0.013648134,0.023454215,0.30117917,0.39363235,0.34525824,0.2133447,0.27345067,0.14495191,0.4522007,-0.013648134,0.34525824,0.027327123284339904,0.24044268131256102,0.12437951,0.10177378,0.28608596,0.023454215,0.2133447,0.15086441040039061,0.14980762004852294
2012,-0.06404709,0.05908377,0.2674269,0.12115994,-0.20271274,-0.011367314,0.13554475,0.115890555,0.11223594,0.31271443,0.32173946,0.28024617,-0.15996729,-0.101847194,0.022621006,0.029557005,0.25100935,0.3204921,0.4817267,0.24971075,0.2674269,0.13554475,0.32173946,0.022621006,0.4817267,-0.012696373462677001,0.24581174850463866,0.12115994,0.115890555,0.28024617,0.029557005,0.24971075,0.1158151626586914,0.1593128800392151
2013,0.025070405,0.12099524,0.26215982,0.17244315,-0.1586553,0.029772496,0.09749978,0.15450789,0.1831538,0.35369706,0.46687412,0.2784346,-0.1451903,-0.04349748,-0.0073761716,0.098881885,0.37619328,0.40269744,0.29264605,0.1932541,0.26215982,0.09749978,0.46687412,-0.0073761716,0.29264605,0.056114375591278076,0.2223607063293457,0.17244315,0.15450789,0.2784346,0.098881885,0.1932541,0.17273294925689697,0.17950433492660522
2014,-0.036672637,0.097127125,0.22245285,0.117599964,-0.19894683,0.016384223,0.07692021,0.095083766,0.17146975,0.34524018,0.45010203,0.2733767,-0.14270818,-0.11695683,0.0067011043,0.06452834,0.29339296,0.33838534,0.25544965,0.10455558,0.22245285,0.07692021,0.45010203,0.0067011043,0.25544965,0.017307010293006898,0.202325177192688,0.117599964,0.095083766,0.2733767,0.06452834,0.10455558,0.13603601455688477,0.1310288667678833
2015,0.0057389215,0.12988687,0.31763268,0.17238283,-0.16570695,0.015242249,0.0879107,0.07087274,0.19343427,0.37308416,0.4810236,0.270242,-0.13410786,-0.040429592,0.035567593,0.055425465,0.31735054,0.3922064,0.3866077,0.2147489,0.31763268,0.0879107,0.4810236,0.035567593,0.3866077,0.04334178566932678,0.2617484569549561,0.17238283,0.07087274,0.270242,0.055425465,0.2147489,0.17399802207946777,0.15673439502716063
2016,-0.04216546,0.08952236,0.287659,0.15762623,-0.19602434,-0.0058560297,0.0072647333,0.11832382,0.18469943,0.35187626,0.42649192,0.24407077,-0.12152408,-0.06823545,-0.17840354,-0.096809015,0.30496418,0.33446917,0.3536717,0.14167126,0.287659,0.0072647333,0.42649192,-0.17840354,0.3536717,0.025989946722984315,0.1793367624282837,0.15762623,0.11832382,0.24407077,-0.096809015,0.14167126,0.1403552532196045,0.11297661066055298
2017,-0.056289926,0.13807441,0.3708307,0.19729389,-0.23776156,-0.012328077,0.12240642,0.16401073,0.17581534,0.39660543,0.5077977,0.28290528,-0.13298772,-0.09561302,-0.09912583,-0.10667162,0.2758978,0.33874214,0.3921497,0.11070757,0.3708307,0.12240642,0.5077977,-0.09912583,0.3921497,0.004934787750244141,0.2588117361068726,0.19729389,0.16401073,0.28290528,-0.10667162,0.11070757,0.15309617519378663,0.12964917421340943
2018,-0.11464456,0.109937906,0.31364742,0.14383192,-0.20237151,-0.0006617401,0.16050927,0.043369487,0.06617352,0.33505023,0.49493665,0.34321812,-0.12296579,-0.042341597,0.08201462,0.013724549,0.31539893,0.35214192,0.3871708,0.095130265,0.31364742,0.16050927,0.49493665,0.08201462,0.3871708,-0.011681878566741943,0.28765573501586916,0.14383192,0.043369487,0.34321812,0.013724549,0.095130265,0.15082534551620483,0.12785487174987792
2019,-0.09382166,0.06401734,0.27540413,0.08461616,-0.16160405,0.0040052626,0.14048997,0.053098023,0.058299836,0.33090723,0.43855608,0.17225556,-0.1104105,-0.09956059,-0.106860906,-0.0729516,0.19899847,0.2606516,0.44321316,0.046551142,0.27540413,0.14048997,0.43855608,-0.106860906,0.44321316,-0.021707579493522644,0.23816046714782715,0.08461616,0.053098023,0.17225556,-0.0729516,0.046551142,0.11200416088104248,0.056713855266571044
2020,-0.0692097,0.12669162,0.15791976,-0.008466714,-0.15197484,-0.035419323,0.059277106,0.105392426,0.067258716,0.33994973,0.22527075,0.07775115,-0.12375865,-0.08289827,-0.018035159,-0.05850431,0.2714041,0.37843287,0.22564447,0.03939554,0.15791976,0.059277106,0.22527075,-0.018035159,0.22564447,-0.0012560784816741943,0.13001538515090943,-0.008466714,0.105392426,0.07775115,-0.05850431,0.03939554,0.1453513264656067,0.03111361861228943
2021,-0.11788638,0.044220466,0.24764335,0.0057371743,-0.15643494,-0.0968063,0.14294577,0.033523105,0.051344544,0.34413204,0.28969103,0.09388464,-0.13422848,-0.15224555,0.022815704,-0.031170959,0.19253117,0.3072446,0.4594038,0.0898226,0.24764335,0.14294577,0.28969103,0.022815704,0.4594038,-0.032934820652008055,0.23249993324279786,0.0057371743,0.033523105,0.09388464,-0.031170959,0.0898226,0.08930904865264892,0.03835931122303009
